"ID","NVNUMERO","NVESTADO","FECHA_NV","FECHA_ENTREGA","CONCAUTO","CODPROD","NVCANT","CANT_FACT","DIF_FACT","NVPRECIO","DETPROD","NOMAUX","CODPROC","PROCESO","DESCPROC","TIEMPO","CANTPROD"
245,13644,A,"2025-03-19","2025-04-22",N,REL1100002139.709B,2000,0,2000,880.00,RELLENO 110C21 A 39.7 09B CELDA 291,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
246,13644,A,"2025-03-19","2025-04-22",N,REL1100002139.709B,2000,0,2000,880.00,RELLENO 110C21 A 39.7 09B CELDA 291,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
247,13644,A,"2025-03-19","2025-04-22",N,REL1100002139.709B,2000,0,2000,880.00,RELLENO 110C21 A 39.7 09B CELDA 291,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
248,13644,A,"2025-03-19","2025-04-22",N,REL1100002139.709B,2000,0,2000,880.00,RELLENO 110C21 A 39.7 09B CELDA 291,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
249,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
250,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
251,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
252,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P049,TROQUELADO,PROCESO TROQUELADO MEDIO,8,4050
253,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P089,OTRO,PORCESO DESGAJADO MEDIANO,30,1100
254,13645,A,"2025-03-20","2025-04-11",N,EMP046003750040D92,200,0,200,2744.00,PROTECTOR 460*375*40 D92 E6 TRO.,DHL SUPPLY CHAIN (CHILE) S.A. ,P093,EMPLACADO,PROCESO DE EMPLACADO E6,270,120
255,13646,A,"2025-03-20","2025-04-11",N,TER115011500110PLL,15,0,15,13899.00,PALLET MADERA 1150*1150*110,HELA SPICE LATAM SA ,"",OTRO,"",0,0
256,13646,A,"2025-03-20","2025-04-11",N,TRO141513150120C30,15,0,15,2943.00,FONDO 445*445*120 C30 TRO OCTO1000,HELA SPICE LATAM SA ,P018,TROZADO,PROCESO DE TROZADO,45,750
257,13646,A,"2025-03-20","2025-04-11",N,TRO141513150120C30,15,0,15,2943.00,FONDO 445*445*120 C30 TRO OCTO1000,HELA SPICE LATAM SA ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
258,13646,A,"2025-03-20","2025-04-11",N,TRO141513150120C30,15,0,15,2943.00,FONDO 445*445*120 C30 TRO OCTO1000,HELA SPICE LATAM SA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
259,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
260,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P025,OTRO,PROCESO DE DOBLADO,90,360
261,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
262,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
263,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P038,IMPRESION,PROCESO IMPRESION 4,240,150
264,13646,A,"2025-03-20","2025-04-11",N,EMP093009301025D99,15,0,15,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,HELA SPICE LATAM SA ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
265,13647,A,"2025-03-21","2025-04-11",N,"REL110003036,510E ",3000,0,3000,1143.00,RELLENO 110C30 36.5 10E CELDA 239,MAFOR S.A. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
266,13647,A,"2025-03-21","2025-04-11",N,"REL110003036,510E ",3000,0,3000,1143.00,RELLENO 110C30 36.5 10E CELDA 239,MAFOR S.A. ,P013,ENCOLADO,PROCESO DE ENCOLADO 30,7,4630
267,13647,A,"2025-03-21","2025-04-11",N,"REL110003036,510E ",3000,0,3000,1143.00,RELLENO 110C30 36.5 10E CELDA 239,MAFOR S.A. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
268,13649,A,"2025-03-21","2025-04-11",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
269,13649,A,"2025-03-21","2025-04-11",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P029,TROQUELADO,PROCESO DE TROQUELADO,5,6500
270,13649,A,"2025-03-21","2025-04-11",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
271,13650,A,"2025-03-21","2025-05-16",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
272,13650,A,"2025-03-21","2025-05-16",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P029,TROQUELADO,PROCESO DE TROQUELADO,5,6500
273,13650,A,"2025-03-21","2025-05-16",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
274,13651,A,"2025-03-21","2025-06-13",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
275,13651,A,"2025-03-21","2025-06-13",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P029,TROQUELADO,PROCESO DE TROQUELADO,5,6500
276,13651,A,"2025-03-21","2025-06-13",N,TRO179007300005DBE,400,0,400,5091.00,CAJA 470*385*130 DBE TRO.,AJAY-SQM CHILE S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
277,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
278,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P049,TROQUELADO,PROCESO TROQUELADO MEDIO,8,4050
279,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P085,TROZADO,PROCESO DE TROZADO PEQUEÑO,7,4600
280,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P089,OTRO,PORCESO DESGAJADO MEDIANO,30,1100
281,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P095,TROZADO,PROCESO TROZADO MEDIANO,25,50000
282,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
283,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P049,TROQUELADO,PROCESO TROQUELADO MEDIO,8,4050
284,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P085,TROZADO,PROCESO DE TROZADO PEQUEÑO,7,4600
285,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P089,OTRO,PORCESO DESGAJADO MEDIANO,30,1100
286,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P095,TROZADO,PROCESO TROZADO MEDIANO,25,50000
287,13653,A,"2025-03-24","2025-04-11",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P044,PEGADO,PROCESO PEGADO ALETA CH,45,720
288,13654,A,"2025-03-24","2025-04-17",N,CAJ01250067005709B,10000,0,10000,84.00,PROTECCION 125*67*57 09B DF TRO.,MAFOR S.A. ,P044,PEGADO,PROCESO PEGADO ALETA CH,45,720
289,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
290,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
291,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P025,OTRO,PROCESO DE DOBLADO,90,360
292,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
293,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
294,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
295,13655,A,"2025-03-25","2025-03-28",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
296,13655,A,"2025-03-25","2025-03-28",N,TRO149829000150C20,500,0,500,2213.00,TAPA 750*540*320*150 C20 TRO RECTOCTO S/V,ALIMENTOS Y FRUTOS S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
297,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
298,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
299,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P025,OTRO,PROCESO DE DOBLADO,90,360
300,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
301,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
302,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
303,13656,A,"2025-03-25","2025-04-02",N,EMP105008501000D94,250,0,250,21561.00,BIN 735*535*315*1000 D94 03 RECTOCTO,ALIMENTOS Y FRUTOS S.A. ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
304,13656,A,"2025-03-25","2025-04-02",N,TRO149829000150C20,500,0,500,2213.00,TAPA 750*540*320*150 C20 TRO RECTOCTO S/V,ALIMENTOS Y FRUTOS S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
305,13657,A,"2025-03-25","2025-04-04",N,TER10000005000CT1,600,0,600,455.00,ESQUINERO 1000*50*50 CT1 B5 BLANCO,ANTUFEN SEEDS LTDA ,"",OTRO,"",0,0
306,13657,A,"2025-03-25","2025-04-04",N,SEP100010000004C20,200,0,200,1420.00,SEPARADOR 1000*1000*4 C20 SEP-,ANTUFEN SEEDS LTDA ,P018,TROZADO,PROCESO DE TROZADO,45,750
307,13657,A,"2025-03-25","2025-04-04",N,SEP100010000004C20,200,0,200,1420.00,SEPARADOR 1000*1000*4 C20 SEP-,ANTUFEN SEEDS LTDA ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
308,13657,A,"2025-03-25","2025-04-04",N,SEP100010000004C20,200,0,200,1420.00,SEPARADOR 1000*1000*4 C20 SEP-,ANTUFEN SEEDS LTDA ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
309,13658,A,"2025-03-25","2025-04-11",N,TER010000500005CT5,1440,0,1440,60.00,ESQUINERO 100*50*5 CT5 B5 BLANCO,SIKA CHILE S.A. ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
310,13658,A,"2025-03-25","2025-04-11",N,TER010000500005CT5,1440,0,1440,60.00,ESQUINERO 100*50*5 CT5 B5 BLANCO,SIKA CHILE S.A. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
311,13658,A,"2025-03-25","2025-04-11",N,CUB09700650010509B,500,0,500,4634.00,CUBIERTA 970*650*105 09B C1.,SIKA CHILE S.A. ,P017,EMPLACADO,PROCESO DE EMPLACADO C1,54,600
312,13658,A,"2025-03-25","2025-04-11",N,CUB09700650010509B,500,0,500,4634.00,CUBIERTA 970*650*105 09B C1.,SIKA CHILE S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
313,13658,A,"2025-03-25","2025-04-11",N,CUB09700650010509B,500,0,500,4634.00,CUBIERTA 970*650*105 09B C1.,SIKA CHILE S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15,2160
314,13658,A,"2025-03-25","2025-04-11",N,CUB09700650010509B,500,0,500,4634.00,CUBIERTA 970*650*105 09B C1.,SIKA CHILE S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
315,13658,A,"2025-03-25","2025-04-11",N,CUB09700650010509B,500,0,500,4634.00,CUBIERTA 970*650*105 09B C1.,SIKA CHILE S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
316,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87,380
317,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
318,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
319,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P024,OTRO,PROCESO DE PRENSADO,60,1520
320,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P025,OTRO,PROCESO DE DOBLADO,90,360
321,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
322,13659,A,"2025-03-26","2025-04-11",N,EMP107009800660D94,300,0,300,17555.00,BIN 1070*980*660 D94 B2.,SIKA CHILE S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
323,13659,A,"2025-03-26","2025-04-11",N,CUB10400320003009B,300,0,300,1093.00,CUBIERTA 1040*320*30 09B C1.,SIKA CHILE S.A. ,P017,EMPLACADO,PROCESO DE EMPLACADO C1,54,600
324,13659,A,"2025-03-26","2025-04-11",N,CUB10400320003009B,300,0,300,1093.00,CUBIERTA 1040*320*30 09B C1.,SIKA CHILE S.A. ,P040,OTRO,PROCESO DE EMBALADO CUBIERTA,15,2160
325,13659,A,"2025-03-26","2025-04-11",N,CUB10400320003009B,300,0,300,1093.00,CUBIERTA 1040*320*30 09B C1.,SIKA CHILE S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
326,13659,A,"2025-03-26","2025-04-11",N,CUB10400320003009B,300,0,300,1093.00,CUBIERTA 1040*320*30 09B C1.,SIKA CHILE S.A. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
327,13659,A,"2025-03-26","2025-04-11",N,SEP10600970000210E,250,0,250,1177.00,SEPARADOR 1060*970*2 10E SEP.,SIKA CHILE S.A. ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
328,13659,A,"2025-03-26","2025-04-11",N,SEP10600970000210E,250,0,250,1177.00,SEPARADOR 1060*970*2 10E SEP.,SIKA CHILE S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
329,13661,A,"2025-03-26","2025-04-02",N,TRO149829000150C20,500,0,500,2213.00,TAPA 750*540*320*150 C20 TRO RECTOCTO S/V,ALIMENTOS Y FRUTOS S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
330,13661,A,"2025-03-26","2025-04-02",N,TRO149829000150C20,500,0,500,2213.00,TAPA 750*540*320*150 C20 TRO RECTOCTO S/V,ALIMENTOS Y FRUTOS S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
331,13662,A,"2025-03-26","2025-04-04",N,TRO02500250000210E,1200,0,1200,36.00,ESQUINERO PUNTA ALMA 45 250*250 10E TRO,ALFONSO ROBERTO YAITE CARRASCO ,P029,TROQUELADO,PROCESO DE TROQUELADO,5,6500
332,13662,A,"2025-03-26","2025-04-04",N,TRO02500250000210E,1200,0,1200,36.00,ESQUINERO PUNTA ALMA 45 250*250 10E TRO,ALFONSO ROBERTO YAITE CARRASCO ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
333,13663,A,"2025-03-26","2025-04-11",N,REL09500030003310E,300,0,300,1048.00,RELLENO 95C30 33.0 10E CELDA 240,SOC.INDUSTRIAL Y COMERCIAL SAN RAFAEL SPA ,P007,OTRO,PROCESO AMARRADO,10,3250
334,13663,A,"2025-03-26","2025-04-11",N,REL09500030003310E,300,0,300,1048.00,RELLENO 95C30 33.0 10E CELDA 240,SOC.INDUSTRIAL Y COMERCIAL SAN RAFAEL SPA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
335,13663,A,"2025-03-26","2025-04-11",N,REL09500030003310E,300,0,300,1048.00,RELLENO 95C30 33.0 10E CELDA 240,SOC.INDUSTRIAL Y COMERCIAL SAN RAFAEL SPA ,P013,ENCOLADO,PROCESO DE ENCOLADO 30,7,4630
336,13663,A,"2025-03-26","2025-04-11",N,REL09500030003310E,300,0,300,1048.00,RELLENO 95C30 33.0 10E CELDA 240,SOC.INDUSTRIAL Y COMERCIAL SAN RAFAEL SPA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
337,13664,A,"2025-03-26","2025-04-11",N,CAJ120010001050D94,140,0,140,9275.00,CAJA 1200*1000*1050 D94 TU,SEGURYCEL S.A. ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
338,13664,A,"2025-03-26","2025-04-11",N,CAJ120010001050D94,140,0,140,9275.00,CAJA 1200*1000*1050 D94 TU,SEGURYCEL S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
339,13664,A,"2025-03-26","2025-04-11",N,CAJ120010001050D94,140,0,140,9275.00,CAJA 1200*1000*1050 D94 TU,SEGURYCEL S.A. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
340,13664,A,"2025-03-26","2025-04-11",N,CAJ120010001050D94,140,0,140,9275.00,CAJA 1200*1000*1050 D94 TU,SEGURYCEL S.A. ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
341,13664,A,"2025-03-26","2025-04-11",N,CAJ156011600080C20,280,0,280,2878.00,TAPA 1200*1000*80 C20 AA TRO.,SEGURYCEL S.A. ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
342,13664,A,"2025-03-26","2025-04-11",N,CAJ156011600080C20,280,0,280,2878.00,TAPA 1200*1000*80 C20 AA TRO.,SEGURYCEL S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
343,13664,A,"2025-03-26","2025-04-11",N,CAJ156011600080C20,280,0,280,2878.00,TAPA 1200*1000*80 C20 AA TRO.,SEGURYCEL S.A. ,P090,OTRO,PROCESO DESGAJADO GRANDE,55,550
344,13665,A,"2025-03-26","2025-04-04",N,TRO047004700201C32,20,0,20,3164.00,TAPA 470*470*200 C32 TRO OCTO,INGREDION CHILE SA ,"",OTRO,"",0,0
345,13665,A,"2025-03-26","2025-04-04",N,TRO141513150120C30,10,0,10,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P018,TROZADO,PROCESO DE TROZADO,45,750
346,13665,A,"2025-03-26","2025-04-04",N,TRO141513150120C30,10,0,10,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
347,13665,A,"2025-03-26","2025-04-04",N,TRO141513150120C30,10,0,10,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
348,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
349,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P025,OTRO,PROCESO DE DOBLADO,90,360
350,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
351,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
352,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P038,IMPRESION,PROCESO IMPRESION 4,240,150
353,13665,A,"2025-03-26","2025-04-04",N,EMP093009301025D99,10,0,10,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
354,13666,A,"2025-04-11","2025-04-11",N,TRO047004700201C32,40,0,40,3164.00,TAPA 470*470*200 C32 TRO OCTO,INGREDION CHILE SA ,"",OTRO,"",0,0
355,13666,A,"2025-04-11","2025-04-11",N,TRO141513150120C30,20,0,20,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P018,TROZADO,PROCESO DE TROZADO,45,750
356,13666,A,"2025-04-11","2025-04-11",N,TRO141513150120C30,20,0,20,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
357,13666,A,"2025-04-11","2025-04-11",N,TRO141513150120C30,20,0,20,3093.00,FONDO 445*445*120 C30 TRO OCTO1000,INGREDION CHILE SA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
358,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
359,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P025,OTRO,PROCESO DE DOBLADO,90,360
360,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P026,EMPLACADO,PROCESO DE EMPLACADO E3,73,450
361,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
362,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P038,IMPRESION,PROCESO IMPRESION 4,240,150
363,13666,A,"2025-04-11","2025-04-11",N,EMP093009301025D99,20,0,20,36213.00,BIN 465*465*465*1025 D99 O3 OCTO1000.,INGREDION CHILE SA ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
